id,name,assoc_names,original_langauge,authors,genres,tags,start_year,licensed,original_publisher,english_publisher,complete_original,chapters_original_current,complete_translated,chapter_latest_translated,release_freq,activity_week_rank,activity_month_rank,activity_all_time_rank,on_reading_lists,reading_list_month_rank,reading_list_all_time_rank,rating,rating_votes,related_series_ids,recommended_series_ids,recommendation_list_ids
24199,Master of Untold Daos,['万道仙师'],chinese,"['cute blacksmith', '萌萌哒的铁匠']","['action', 'comedy', 'xuanhuan']","['accelerated growth', 'cultivation', 'cunning protagonist', 'game elements', 'handsome male lead', 'male protagonist', 'master-disciple relationship', 'mob protagonist', 'parody', 'pill concocting', 'sect development', 'system administrator', 'transmigration', 'wars', 'weak to strong', 'yandere']",2018,,zongheng,,False,975 chapters,False,c463,1.0,317,336,979,1358,306,2574,4.1,83,,"[1136, 9072]","[8005, 7707, 7503, 4800, 4467]"
12586,Mechanical God Emperor,"['MGE', '机械神皇']",chinese,"['assets exploding', 'zi chan bao zeng', '资产暴增']","['action', 'adventure', 'harem', 'mecha', 'sci-fi', 'xuanhuan']","['androids', 'antihero protagonist', 'aristocracy', 'army', 'army building', 'artifacts', 'artificial intelligence', 'bloodlines', 'body tempering', 'clever protagonist', 'cultivation', 'demons', 'domestic affairs', 'dragons', 'evolution', 'firearms', 'generals', 'gods', 'hard-working protagonist', 'hiding true identity', 'kingdom building', 'knights', 'leadership', 'magical technology', 'male protagonist', 'monsters', 'nobles', 'polygamy', 'racism', 'romantic subplot', 'ruthless protagonist', 'strength-based social hierarchy', 'sword and magic', 'technological gap', 'time skip', 'transported to another world', 'wars', 'weak to strong']",2015,,qidian,,True,1569 chapters,False,c535,1.0,321,266,528,3087,276,1214,3.6,187,[465],"[4052, 12610, 4522, 4623]","[3302, 2718, 2013]"
24017,Mediterranean Hegemon of Ancient Greece,['古希腊之地中海霸主'],chinese,"['chen rui', '陈瑞']","['action', 'adventure', 'drama', 'historical', 'mature', 'romance']","['ancient times', 'cunning protagonist', 'domestic affairs', 'generals', 'kingdom building', 'kingdoms', 'leadership', 'male protagonist', 'mercenaries', 'military', 'modern knowledge', 'politics', 'polygamy', 'religions', 'strategic battles', 'transmigration', 'wars']",,,qidian,,False,9,False,c67,13.7,1518,1433,2691,398,1527,4583,4.3,73,,"[13558, 3729, 2989, 8519, 6775]","[5917, 5690, 4489, 319]"
12106,Minister Family’s Black Belly Woman,"['MFBBW', 'Phoenix Reborn: the Prime Minister’s Scheming Daughter', '相門腹黑女']",chinese,['清浅边缘'],"['adventure', 'drama', 'historical', 'josei', 'psychological', 'romance']","['ancient china', 'beautiful female lead', 'black belly', 'female protagonist', 'handsome male lead', 'love interest falls in love first', 'medical knowledge', 'politics', 'reincarnation', 'revenge', 'schemes and conspiracies', 'second chance', 'slow romance']",,,,,True,527 chapters,False,c42,2.9,777,797,2110,1803,971,2084,4.2,61,,"[4841, 9010, 5865, 16169, 14460, 12375]","[7179, 6824, 6023, 5630, 5146]"
20365,Misplacement Game,['错位游戏[快穿]'],chinese,"['teng yuan xin', '藤原欣']","['adventure', 'fantasy', 'horror', 'mystery', 'psychological', 'romance', 'shounen ai', 'supernatural']","['bisexual protagonist', 'comedic undertone', 'devoted love interests', 'episodic', 'game elements', 'ghosts', 'handsome male lead', 'human-nonhuman relationship', 'modern day', 'multiple realms', 'otome game', 'possessive characters', 'shameless protagonist', 'spirits', 'survival game', 'system administrator', 'world hopping']",2018,False,jjwxc,,True,139 chapters,False,c46,1.7,84,63,1045,3550,68,988,4.6,193,,"[20694, 20819, 15593, 24601, 20090, 20092]","[9875, 9337, 9288, 9221, 9199]"
25204,Mo Yan’s Transmigration Inside The Book,['穿书之莫妍'],chinese,['只是伊唯'],"['adult', 'harem', 'josei', 'romance', 'smut']","['an*l', 'beautiful female lead', 'broken engagement', 'familial love', 'female protagonist', 'first-time intercourse', 'handsome male lead', 'jealousy', 'love interest falls in love first', 'male yandere', 'modern day', 'outdoor intercourse', 'polyandry', 'possessive characters', 'pregnancy', 'reverse harem', 'r*pe', 'threesome', 'transmigration', 'villainess noble girls', 'wealthy characters']",2017,,popo,,True,199 chapters,False,c86-90,11.8,474,594,2056,1648,621,2242,4.0,65,,"[17818, 19294, 25057, 25012, 20186, 25327]","[9916, 9765, 8840, 8509, 8010]"
474,Monarch of Evernight,"['MEN', 'MoE', '永夜君王']",chinese,"['misty rain of jiangnan', '烟雨江南']","['action', 'adventure', 'comedy', 'drama', 'fantasy', 'martial arts', 'mature', 'psychological', 'tragedy']","['androgynous characters', 'appearance changes', 'betrayal', 'calm protagonist', 'character growth', 'clever protagonist', 'cold protagonist', 'cultivation', 'demons', 'depictions of cruelty', 'determined protagonist', 'devoted love interests', 'enemies become lovers', 'firearms', 'genius protagonist', 'handsome male lead', 'hard-working protagonist', 'harsh training', 'humanoid protagonist', 'late romance', 'male protagonist', 'military', 'mind control', 'monsters', 'mysterious past', 'nobles', 'personality changes', 'psychic powers', 'romantic subplot', 'r*pe', 'slaves', 'special abilities', 'strength-based social hierarchy', 'unique cultivation technique', 'vampires', 'wars', 'weak to strong', 'werebeasts']",2014,True,zongheng,wuxiaworld,True,1500 chapters,False,c1006,1.0,106,102,143,5519,96,518,3.9,523,"[7001, 7590]","[5595, 9299, 2717, 180, 6061, 7590]","[8192, 7396, 6965, 6828, 6769]"
1659,Monster no Goshujin-sama,"['Master of Monsters', 'MoM', 'モンスターのご主人様']",japanese,['higure minto'],"['action', 'adventure', 'drama', 'fantasy', 'harem', 'mature', 'psychological', 'romance', 'seinen']","['adapted to manga', 'beautiful female lead', 'betrayal', 'distrustful protagonist', 'elves', 'fantasy world', 'human-nonhuman relationship', 'magic', 'male protagonist', 'monster girls', 'monster tamer', 'monsters', 'multiple pov', 'multiple transported individuals', 'r-15', 'r*pe', 'ruthless protagonist', 'shapeshifters', 'special abilities', 'transported to another world', 'yandere']",2013,False,futabasha,,False,15 volumes,False,v3c13 part2,19.8,1596,732,794,8115,1100,237,4.1,267,,"[454, 284, 1337, 501, 6103, 2582]","[8199, 5687, 4923, 3772, 3349]"
18071,Monster Soul Online,"['MSO', 'มอนสเตอร์โซลออนไลน์']",thai,['persona'],"['action', 'adventure', 'fantasy', 'martial arts', 'supernatural', 'wuxia']","['artificial intelligence', 'character growth', 'cultivation', 'cute children', 'determined protagonist', 'dragons', 'fantasy world', 'hard-working protagonist', 'honest protagonist', 'level system', 'magic', 'male protagonist', 'mmorpg', 'modern day', 'monsters', 'mysterious past', 'mythical beasts', 'pets', 'psychic powers', 'seven deadly sins', 'virtual reality', 'wars', 'weak to strong', 'world travel']",2011,False,dek-d,,True,474 chapters,False,c320,2.5,1559,940,1047,1581,1063,2304,3.8,96,,"[14190, 392]",
28308,Moon’s Labyrinths,['달의 미궁'],korean,"['hungry panda', '배고픈판다']","['action', 'drama', 'fantasy', 'harem', 'tragedy']","['age regression', 'artifacts', 'beautiful female lead', 'betrayal', 'cautious protagonist', 'childcare', 'cute children', 'divorce', 'doting parents', 'dungeons', 'hard-working protagonist', 'male protagonist', 'modern day', 'monsters', 'netorare', 'polygamy', 'poor protagonist', 'revenge', 'spear wielder', 'sudden strength gain', 'weak to strong']",2018,True,breathe,wuxiaworld,True,354 chapters,False,c76,1.0,36,28,1230,1333,35,2610,4.1,77,,"[27153, 18089]","[8999, 8884, 8109, 7706, 7312]"
22267,"My 【Repair】Skill Became an Almighty Cheat Skill, So I Thought I’d Open Up a Weapon Shop","['【Shuufuku】 Skill ga Bannou Cheat-ka shita node, Bukiya demo Hirakou ka to Omoimasu', '【修復】スキルが万能チート化したので、武器屋でも開こうかと思います']",japanese,['hoshikawa ginga'],"['adventure', 'fantasy', 'harem', 'slice of life']","['adapted to manga', 'adventurers', 'cheats', 'crafting', 'demon lord', 'dragons', 'dungeons', 'fantasy world', 'game elements', 'guilds', 'heroes', 'knights', 'magic', 'male protagonist', 'monsters', 'nobles', 'underestimated protagonist', 'weak protagonist']",2018,False,kadokawa,,False,568 chapters,False,c51,7.7,1367,421,758,3828,432,898,3.5,113,,"[6103, 12733, 24404, 22904]","[9817, 3662, 3213, 2375, 1430]"
21725,My Cold Gentle Husband,"['Chóngshēng Yúlè Quān: HI, Dìguó zǒngcái!', '重生娱乐圈：HI，帝国总裁！']",chinese,"['yao ruoshan', '姚若衫']","['drama', 'josei', 'psychological', 'slice of life', 'tragedy']","['abusive characters', 'acting', 'affair', 'arrogant characters', 'beautiful female lead', 'betrayal', 'businessmen', 'celebrities', 'character growth', 'charming protagonist', 'cold love interests', 'corruption', 'couple growth', 'cousins', 'crime', 'death', 'death of loved ones', 'determined protagonist', 'female protagonist', 'handsome male lead', 'jealousy', 'love interest falls in love first', 'marriage', 'misunderstandings', 'models', 'modern day', 'movies', 'music', 'popular love interests', 'second chance', 'showbiz', 'stockholm syndrome', 'transmigration', 'unconditional love', 'wealthy characters']",2017,,jingyu,,True,1051 chapters,False,c122,2.7,724,774,1626,1445,929,2469,2.5,81,,"[18891, 17700, 21888, 20543, 20811, 15708]","[9132, 8369, 5827, 4215, 3677]"
20888,"My Father is a Hero, My Mother is a Spirit, the Daughter (Me) is a Reincarnator.","['Chichi wa Eiyuu, Haha wa Seirei, Musume no Watashi wa Tenseisha.', ""Dad Is a Hero, Mom Is a Spirit, I'm a Reincarnator"", 'Eiyuu Seirei Musume', ""Hero & Spirit's Daughter"", '父は英雄、母は精霊、娘の私は転生者。']",japanese,"['matsuura', '松浦']","['comedy', 'fantasy', 'slice of life']","['adapted to manga', 'child protagonist', 'clever protagonist', 'cute protagonist', 'doting parents', 'elemental magic', 'familial love', 'family', 'famous parents', 'fantasy world', 'female protagonist', 'half-human protagonist', 'helpful protagonist', 'magic', 'nobles', 'protagonist strong from the start', 'reincarnated in another world', 'reincarnation', 'special abilities', 'spirit users', 'spirits']",,False,syosetu,,False,117 chapters,False,c24,6.7,1477,715,2009,3131,1015,1185,3.9,60,,"[15820, 4628, 9914, 29237, 29417]","[9274, 4101, 2923, 2670, 2222]"
29164,My Husband is Suffering from a Terminal Illness,['老攻身患绝症[穿书]'],chinese,"['can’t play chess', '不会下棋']","['comedy', 'romance', 'yaoi']","['cunning protagonist', 'doting love interests', 'modern day', 'showbiz', 'sickly characters', 'special abilities', 'system administrator', 'transmigration', 'tsundere']",2019,,jjwxc,,True,175 chapters,False,c14,2.6,745,327,2379,1513,294,2371,4.6,70,,"[30022, 20793, 20241, 21029, 17248, 20212]","[9732, 9608, 9541, 9312, 9288]"
513,My Wife is a Beautiful CEO,"['Cô Vợ Tổng Giám Đốc Xinh Đẹp Của Tôi', 'MWIABCEO', 'Wo De Meinu Zongcai Laopo', '我的美女总裁老婆']",chinese,"['cabbage flatbread', '霉干菜烧饼']","['action', 'drama', 'ecchi', 'harem', 'martial arts', 'mature', 'romance', 'seinen', 'xuanhuan']","['abandoned children', 'aliens', 'artifacts', 'assassins', 'beautiful female lead', 'bickering couple', 'calm protagonist', 'carefree protagonist', 'c*nnilingus', 'cold love interests', 'complex family relationships', 'confident protagonist', 'cultivation', 'cunning protagonist', 'eidetic memory', 'first-time intercourse', 'f*llatio', 'gangs', 'god-human relationship', 'god protagonist', 'godly powers', 'heavenly tribulation', 'hiding true abilities', 'hiding true identity', 'lazy protagonist', 'male protagonist', 'marriage of convenience', 'modern day', 'mysterious past', 'mythology', 'organized crime', 'overpowered protagonist', 'perverted protagonist', 'polygamy', 'protagonist strong from the start', 'r*pe victim becomes lover', 'ruthless protagonist', 'secret organizations', 'shameless protagonist', 'sibling rivalry', 'strong to stronger', 'threesome', 'tragic past', 'tsundere', 'wealthy characters']",2011,False,zhulang,,True,1664 chapters,False,c1031,1.0,116,113,42,10508,109,132,4.2,1230,,"[5433, 6842, 3967, 7326, 3853, 6459]","[9817, 8892, 8211, 7764, 7696]"
1678,Netoge no Yome wa Onnanoko ja Nai to Omotta?,"['And You Thought There is Never a Girl Online?', 'ネトゲの嫁は女の子じゃないと思った?', '线上游戏的老婆不可能是女生']",japanese,['kineko shibai'],"['comedy', 'ecchi', 'romance', 'school life', 'seinen', 'slice of life']","['adapted to anime', 'adapted to manga', 'beautiful female lead', 'chat rooms', 'male protagonist', 'mmorpg', 'strong love interests', 'tsundere', 'yandere']",2013,False,ascii media works,,False,21 volumes,False,v6c3 part3,11.9,2314,2210,2802,1649,3539,2240,4.3,65,,"[1256, 12493, 698, 14187, 8122, 8284]","[2035, 1313, 211]"
173,Nidome no Jinsei wo Isekai de,"['Second Life in Another World', '[New Life+] Young Again in Another World', '二度目の人生を異世界で']",japanese,"['mine', 'まいん']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'romance', 'seinen']","['adapted to manga', 'adventurers', 'age regression', 'angels', 'appearance different from actual age', 'beautiful female lead', 'calm protagonist', 'cold protagonist', 'cooking', 'demons', 'depictions of cruelty', 'dragons', 'elemental magic', 'elves', 'fairies', 'god-human relationship', 'goddesses', 'godly powers', 'gods', 'kingdoms', 'knights', 'maids', 'male protagonist', 'manipulative characters', 'mature protagonist', 'nobles', 'overpowered protagonist', 'protagonist strong from the start', 'r-15', 'reincarnated in another world', 'royalty', 'ruthless protagonist', 'schemes and conspiracies', 'strong love interests', 'strong to stronger', 'sword and magic', 'sword wielder']",2014,True,hobby japan,j-novel club,False,403 chapters,False,c165,6.6,383,350,324,10234,385,139,3.9,370,,"[595, 672, 759, 926, 2582, 5470]","[9019, 8790, 8199, 5037, 3688]"
13148,Nine Star Hegemon Body Art,"['NSHBA', '九星霸体诀']",chinese,"['ordinary magician', '平凡魔术师']","['action', 'adventure', 'comedy', 'harem', 'martial arts', 'tragedy', 'xuanhuan']","['alchemy', 'army building', 'arranged marriage', 'arrogant characters', 'beast companions', 'beautiful female lead', 'bloodlines', 'body tempering', 'calm protagonist', 'charismatic protagonist', 'comedic undertone', 'cruel characters', 'cultivation', 'death', 'dragons', 'early romance', 'enemies become lovers', 'handsome male lead', 'harsh training', 'heavenly tribulation', 'hot-blooded protagonist', 'long separations', 'magical space', 'male protagonist', 'money grubber', 'multiple realms', 'nobles', 'pill based cultivation', 'pill concocting', 'polygamy', 'protagonist falls in love first', 'romantic subplot', 'ruthless protagonist', 'shameless protagonist', 'sharp-tongued characters', 'strong love interests', 'unique cultivation technique']",2015,True,17k,wuxiaworld,False,3500 chapters,False,c1249,0.5,34,31,164,3968,29,856,3.2,272,,"[14, 6147, 5, 2072, 16, 5844]","[8109, 7396, 6922, 6769, 6333]"
20728,Nine Sun God King,['九阳神王'],chinese,"['solitary little thief', '寂小贼']","['action', 'fantasy', 'harem', 'martial arts', 'mature', 'romance', 'xianxia']","['adapted to manhua', 'arrogant characters', 'beautiful female lead', 'betrayal', 'body tempering', 'crafting', 'cultivation', 'dragons', 'immortals', 'male protagonist', 'martial spirits', 'master-disciple relationship', 'multiple reincarnated individuals', 'older love interests', 'past plays a big role', 'polygamy', 'r-15', 'reincarnation', 'revenge', 'royalty', 'weak to strong']",2015,,hongshu,,True,3438 chapters,False,c1072,1.5,614,836,1017,1446,1053,2464,3.0,79,,"[2689, 21237, 1139, 3603]",[6922]
25046,No Money to Divorce,['没钱离婚'],chinese,"['shou chu', '首初']","['drama', 'sci-fi', 'yaoi']","['aggressive characters', 'antihero protagonist', 'army', 'arranged marriage', 'artificial intelligence', 'calm protagonist', 'conflicting loyalties', 'different social status', 'first-time intercourse', 'friends become enemies', 'futuristic setting', 'handsome male lead', 'long separations', 'love interest falls in love first', 'male protagonist', 'misunderstandings', 'omegaverse', 'outer space', 'politics', 'power couple', 'seme protagonist', 'strong love interests']",2017,True,gongzicp,chaleuria,True,100 chapters,False,c85,10.9,1279,850,2156,1405,1580,2513,4.2,58,,"[12209, 12210, 2502, 26080]","[8740, 8435, 8084, 7569, 6252]"
27068,Noble Wife Wants No Love,['豪门女配不想拥有爱情'],chinese,['公子闻筝'],"['comedy', 'josei', 'romance']","['acting', 'arranged marriage', 'beautiful female lead', 'businessmen', 'calm protagonist', 'carefree protagonist', 'clever protagonist', 'cold love interests', 'divorce', 'doting parents', 'family', 'female protagonist', 'handsome male lead', 'hidden abilities', 'marriage', 'modern day', 'psychic powers', 'showbiz', 'transmigration']",2019,,jjwxc,,True,92 chapters,False,c9,8.3,432,299,2416,1336,885,2605,4.4,74,,"[28376, 25270, 24019, 24402, 25720, 25279]","[9764, 9439, 9409, 9139, 8696]"
22899,NPC Town-building Game,"[""I can't Help But to Think the NPCs in This Town-building Game are Human Beings"", 'NTBG', '村づくりゲームのＮＰＣが生身の人間としか思えない']",japanese,"['hirukuma', '昼熊']","['fantasy', 'mystery', 'slice of life']","['adapted to manga', 'alternate world', 'evil gods', 'game elements', 'god protagonist', 'godly powers', 'gods', 'golems', 'hypnotism', 'kingdom building', 'lazy protagonist', 'magic beasts', 'male protagonist', 'management', 'modern day', 'modern knowledge', 'neet', 'priestesses', 'prophecies', 'religions']",2019,False,syosetu,,False,91 chapters,False,c55 part1,3.3,134,178,810,3799,275,906,4.5,211,,"[25035, 19532, 4747, 25338, 21834, 25696]","[8531, 6712, 6406, 4676, 4064]"
12762,Nurturing the Hero to Avoid Death,"['Shinitakunai node Eiyuu-sama wo Sodateru Koto ni Shimasu', '死にたくないので英雄様を育てる事にします']",japanese,"['yomogino', 'ヨモギノ']","['comedy', 'fantasy', 'romance', 'slice of life', 'supernatural', 'yaoi']","['age progression', 'brother complex', 'fantasy world', 'goddesses', 'handsome male lead', 'love interest falls in love first', 'male protagonist', 'misunderstandings', 'r-18', 'sword and magic', 'transmigration', 'transported to another world', 'tsundere']",2017,,syosetu,,True,45 chapters,False,c25 part1,7.0,228,172,505,6406,210,387,4.3,312,,"[9274, 12795, 11330, 24738, 13034, 13411]","[9608, 9523, 9013, 8950, 8848]"
5212,Omni-Magician,"['Omni Mage', '全能魔法师']",chinese,"['fire cannon', '离火加农炮']","['action', 'adventure', 'comedy', 'fantasy', 'harem', 'mecha']","['arranged marriage', 'artifact crafting', 'artificial intelligence', 'early romance', 'elemental magic', 'hackers', 'magic', 'magical technology', 'male protagonist', 'modern knowledge', 'programmer', 'romantic subplot', 'slow romance', 'time manipulation', 'transmigration', 'weak to strong']",2015,,qidian,,False,758 chapters,False,c177,6.6,763,684,491,4763,862,664,3.9,235,,"[552, 1097, 4052, 2582, 6692]",[1720]
16731,"On the Way Home I Got a Bride and Twin Daughters, Who Were Dragons","['Kitaku Tochuu de Yome to Musume ga Dekita n dakedo, Dragon datta.', '帰宅途中で嫁と娘ができたんだけど、ドラゴンだった。']",japanese,['fukakutei waon'],"['adventure', 'comedy', 'ecchi', 'fantasy', 'romance', 'slice of life', 'supernatural']","['adapted to manga', 'alternate world', 'childcare', 'childhood friends', 'childhood love', 'cute children', 'demi-humans', 'determined protagonist', 'dragons', 'dungeons', 'forced into a relationship', 'human-nonhuman relationship', 'indecisive protagonist', 'kind love interests', 'loli', 'love at first sight', 'love interest falls in love first', 'magical technology', 'male protagonist', 'modern day', 'protagonist strong from the start', 'r-15', 'reluctant protagonist', 'siblings', 'transformation ability', 'younger brothers']",2017,False,overlap,,False,184 chapters,False,c93,6.6,1040,1082,836,3595,1022,979,3.7,70,,"[11575, 17866]","[4101, 2923, 2681, 1486, 234]"
10696,Only Starlight,"['Ánh Sao Duy Nhất', '唯一的星光']",chinese,['茴笙'],"['drama', 'romance', 'shoujo']","['acting', 'beautiful female lead', 'devoted love interests', 'female protagonist', 'handsome male lead', 'heartwarming', 'modern day', 'pets', 'popular love interests', 'showbiz']",2016,,jjwxc,,True,94 chapters,False,c22 part2,17.9,1336,1575,2940,1198,3568,2767,4.1,44,,"[3323, 3339, 9364, 6956, 10238]","[9139, 4895, 3731, 808, 240]"
29151,Otonari no Tenshi-sama ni Itsu no Ma ni ka Dame Ningen ni Sareteita Ken (LN),"['She is the neighbour Angel, I am spoilt by her.', 'The Case of Being Turned into a Good-for-nothing by my Neighbour the Angel', 'The Case of the Neighbourhood Angel Turning Into a Degenerate Unaware', 'お隣の天使様にいつの間にか駄目人間にされていた件']",japanese,"['saeki-san', '佐伯さん']","['comedy', 'romance', 'school life', 'slice of life']","['adapted to manga', 'beautiful female lead', 'cold love interests', 'cooking', 'heartwarming', 'male protagonist', 'r-15', 'slow romance']",2019,,ga novel,,False,2 volumes,False,v2 afterword,1.9,1477,283,2522,844,658,3340,4.6,87,[22586],"[24885, 15350]","[8019, 3519, 685]"
277,Oukoku e Tsuzuku Michi,"['Road of the Kingdom', 'Road to Kingdom', '王国へ続く道']",japanese,"['ofuro ashitsubo', 'yumizu kai', '湯水\u3000快']","['action', 'adult', 'adventure', 'ecchi', 'fantasy', 'harem', 'mature', 'seinen']","['an*l', 'adapted to manga', 'adultery', 'affair', 'appearance different from actual age', 'army building', 'bdsm', 'calm protagonist', 'c*nnilingus', 'coming of age', 'confident protagonist', 'devoted love interests', 'domestic affairs', 'dragons', 'dwarfs', 'elves', 'exhibitionism', 'fearless protagonist', 'first-time intercourse', 'f*llatio', 'futanari', 'generals', 'gore', 'h*ndjob', 'human-nonhuman relationship', 'kingdom building', 'loli', 'maids', 'male protagonist', 'marriage', 'master-servant relationship', 'mature protagonist', 'mercenaries', 'monster girls', 'monsters', 'multiple pov', 'netori', 'nobles', 'older love interests', 'or*y', 'paizuri', 'past plays a big role', 'perverted protagonist', 'polygamy', 'pregnancy', 'prostitutes', 'protagonist strong from the start', 'r-18', 'r*pe victim becomes lover', 'royalty', 'r*pe', 'ruthless protagonist', 'shameless protagonist', 'slaves', 'strong love interests', 'strong to stronger', 'threesome', 'trap', 'tsundere', 'vampires', 'wars', 'yandere']",2014,False,hobby japan,,True,581 chapters,False,c439,3.8,169,160,104,14252,191,42,4.3,785,,"[616, 604, 6636, 6287, 918, 4779]","[9956, 9818, 9773, 9020, 8456]"
14190,Overgeared,['템빨'],korean,['park saenal'],"['action', 'adventure', 'comedy', 'fantasy', 'harem']","['adapted to manhwa', 'alchemy', 'appearance changes', 'artificial intelligence', 'average-looking protagonist', 'beautiful female lead', 'blacksmith', 'character growth', 'crafting', 'death of loved ones', 'demons', 'dense protagonist', 'dragons', 'dwarfs', 'famous protagonist', 'farming', 'futuristic setting', 'game elements', 'grinding', 'guilds', 'hard-working protagonist', 'kingdom building', 'knights', 'lack of common sense', 'level system', 'loyal subordinates', 'male protagonist', 'marriage', 'misunderstandings', 'mmorpg', 'modern day', 'money grubber', 'multiple pov', 'naive protagonist', 'nobles', 'pets', 'poor protagonist', 'poor to rich', 'racism', 'romantic subplot', 'shameless protagonist', 'time skip', 'virtual reality', 'weak to strong', 'younger sisters']",2015,True,maya&maru,,False,,False,c1220,1.7,3,3,14,14882,3,36,3.9,1206,,"[392, 18089, 28699, 21541, 16092, 3491]","[9949, 9818, 9490, 9413, 9377]"
14663,Peach Blossom Debt,"['Taohua Zhai', '桃花债']",chinese,"['da feng gua guo', '大風刮過']","['comedy', 'drama', 'fantasy', 'romance', 'supernatural', 'xianxia', 'yaoi']","['gods', 'immortals', 'mythology', 'seme protagonist', 'transmigration']",2007,,jjwxc,,False,78 chapters,False,c44,15.1,1850,2100,2658,2022,2105,1883,4.4,90,,"[6733, 14253, 16316, 12038, 20139]","[9608, 9523, 9312, 8970, 8740]"
11856,Peerless Battle Spirit,"['Jué Shì Zhàn Hún', 'PBS', '绝世战魂']",chinese,"['supreme villain', '极品妖孽']","['action', 'adventure', 'fantasy', 'harem', 'martial arts', 'xuanhuan']","['adapted to manhua', 'arrogant characters', 'battle academy', 'beast companions', 'betrayal', 'clever protagonist', 'comedic undertone', 'confident protagonist', 'cultivation', 'cunning protagonist', 'dao comprehension', 'dragons', 'enemies become lovers', 'eye powers', 'fast cultivation', 'friendship', 'hiding true abilities', 'hot-blooded protagonist', 'inheritance', 'male protagonist', 'martial spirits', 'money grubber', 'multiple realms', 'pill based cultivation', 'polygamy', 'romantic subplot', 'seven deadly sins', 'shameless protagonist', 'slow romance', 'strength-based social hierarchy', 'sudden strength gain', 'underestimated protagonist', 'weak to strong']",2015,True,ireader,gravity tales,False,3022,False,c1648,1.0,496,436,228,3515,454,1001,3.1,228,,"[9421, 907, 7151, 6649, 7051, 21237]","[9840, 6922, 5830, 4077]"
22706,Peerless Genius System,"['The Genius System Without Equal', '绝世天才系统']",chinese,"['straw is crazy too', '稻草也疯狂']","['action', 'comedy', 'fantasy', 'harem', 'martial arts', 'supernatural', 'tragedy', 'xianxia', 'xuanhuan']","['academy', 'adapted to manhua', 'arrogant characters', 'beautiful female lead', 'bodyguards', 'cold protagonist', 'game elements', 'gamers', 'handsome male lead', 'hiding true identity', 'jack of all trades', 'male protagonist', 'modern day', 'nationalism', 'netorare', 'racism', 'r*pe', 'ruthless protagonist', 'sudden strength gain', 'weak to strong', 'wealthy characters']",2018,,qidian,,True,859 chapters,False,c257,1.4,724,507,1189,1402,385,2520,2.7,76,,"[5256, 16881, 25694]","[3504, 3261]"
29628,Peerless Immortal Surrounded by Demonic Disciples,['仙君座下尽邪修'],chinese,"['dao xuan', '道玄']","['action', 'comedy', 'drama', 'martial arts', 'shounen ai', 'tragedy', 'xianxia', 'yaoi']","['ancient times', 'appearance different from actual age', 'arrogant characters', 'betrayal', 'bloodlines', 'calm protagonist', 'caring protagonist', 'charming protagonist', 'clever protagonist', 'cold love interests', 'cold protagonist', 'cruel characters', 'demon lord', 'demonic cultivation technique', 'demons', 'determined protagonist', 'devoted love interests', 'discrimination', 'doting love interests', 'famous protagonist', 'handsome male lead', 'jealousy', 'love interest falls in love first', 'male protagonist', 'male yandere', 'master-disciple relationship', 'mature protagonist', 'misunderstandings', 'multiple reincarnated individuals', 'overpowered protagonist', 'persistent love interests', 'possessive characters', 'power couple', 'protagonist strong from the start', 'strength-based social hierarchy', 'strong love interests', 'sword wielder', 'system administrator', 'transmigration', 'transported to another world', 'twisted personality', 'unique cultivation technique']",2020,False,jjwxc,,False,56 chapters,False,c7 part1,2.0,526,307,3382,852,618,3324,4.6,32,,"[11330, 20886, 16693, 13002, 19457, 21188]","[9616, 9487, 9485, 9425, 9424]"
20052,Peerless Martial God 2,"['PMG2', '绝世武神之风云再起']",chinese,"['du wei q', '都尉q']","['action', 'harem', 'martial arts', 'xianxia']","['amnesia', 'arrogant characters', 'betrayal', 'cowardly protagonist', 'cultivation', 'famous protagonist', 'fanfiction', 'friendship', 'god protagonist', 'gods', 'handsome male lead', 'lucky protagonist', 'male protagonist', 'multiple realms', 'naive protagonist', 'nationalism', 'polygamy', 'protagonist strong from the start', 'returning from another world', 'strong to stronger', 'sword wielder']",,True,zhulang,,True,1740 chapters,False,c1508,0.3,731,617,988,1286,638,2656,2.1,120,[907],"[907, 21237, 14, 18755, 8776, 4522]","[6922, 2833, 2018, 1699, 1046]"
5230,Perfect Superstar,"['PS', 'Wan Mei Da Ming Xing', '完美大明星']",chinese,['chen ru tai ping yang'],"['comedy', 'drama', 'fantasy', 'martial arts', 'romance', 'slice of life']","['acting', 'calm protagonist', 'caring protagonist', 'celebrities', 'dreams', 'handsome male lead', 'hard-working protagonist', 'late romance', 'male protagonist', 'mature protagonist', 'modern day', 'music', 'parallel worlds', 'power couple', 'showbiz', 'singers', 'special abilities', 'weak to strong', 'writers']",,,qidian,,True,919 chapters,False,c195,4.1,508,501,697,3309,558,1085,4.4,220,,"[5256, 9244, 8033, 6023, 7286, 1183]","[8943, 8018, 8005, 7707, 4886]"
